howmany,island,task,frequency,power_25%,power_50%,power_75%,power_max,power_mean,power_min,time_25%,time_50%,time_75%,time_max,time_mean,time_min,time_rel
1,cpu,decrypt,600000,3030000.0,3034000.0,3034000.0,3187000.0,3034626.1306532663,2942000.0,7.28,7.29,7.3,7.32,7.292,7.27,1.0
1,cpu,decrypt,700000,3118000.0,3122000.0,3122000.0,3236000.0,3121603.0150753767,3011000.0,6.25,6.25,6.25,6.27,6.252000000000001,6.24,0.8573779484366431
1,cpu,decrypt,800000,3179000.0,3183000.0,3187000.0,3305000.0,3183074.297188755,2919000.0,5.46,5.46,5.47,5.48,5.464,5.45,0.7493143170597917
1,cpu,decrypt,900000,3244000.0,3248000.0,3248000.0,3374000.0,3247530.0601202403,2946000.0,4.85,4.86,4.86,4.87,4.8580000000000005,4.85,0.6662095447065278
1,cpu,decrypt,1000000,3309000.0,3313000.0,3313000.0,3435000.0,3311847.847847848,2973000.0,4.36,4.37,4.37,4.37,4.366,4.36,0.5987383433900164
1,cpu,decrypt,1100000,3370000.0,3374000.0,3377000.0,3515000.0,3374069.0,2992000.0,3.97,3.97,3.97,4.0,3.976,3.97,0.5452550740537575
1,cpu,decrypt,1200000,3435000.0,3438000.0,3438000.0,3572000.0,3436134.1341341343,3026000.0,3.65,3.65,3.66,3.67,3.656,3.65,0.501371365880417
1,cpu,decrypt,1300000,3500000.0,3503000.0,3507000.0,3584000.0,3501013.013013013,3053000.0,3.36,3.36,3.36,3.39,3.366,3.36,0.461601755348327
1,cpu,decrypt,1400000,3564000.0,3566000.0,3568000.0,3679000.0,3564722.44488978,3076000.0,3.12,3.12,3.13,3.13,3.124,3.12,0.4284147010422381
1,cpu,decrypt,1500000,3629000.0,3633000.0,3637000.0,3721000.0,3630508.016032064,3103000.0,2.92,2.92,2.92,2.93,2.92,2.91,0.4004388370817334
